"date","V1","V2","V3","V4","V5","V6","V7","V8"
"2000-05-22 06:00:00.108 UTC",-9.2554,-7.4596,-3.7311,5.9446,-2.9426,20.223,89.435,125.15
"2000-05-22 06:00:00.111 UTC",-14.855,4.6404,-12.231,9.9446,-15.643,-75.777,241.44,275.15
"2000-05-22 06:00:00.116 UTC",-25.355,18.84,-27.231,12.745,-34.143,-225.78,425.43,455.15
"2000-05-22 06:00:00.120 UTC",-32.955,42.94,-42.531,12.345,-54.543,-405.78,571.43,577.15
"2000-05-22 06:00:00.123 UTC",-38.355,63.54,-54.331,10.045,-67.443,-543.78,713.43,709.15
"2000-05-22 06:00:00.128 UTC",-44.755,78.94,-63.131,7.1446,-82.443,-667.78,815.43,773.15
"2000-05-22 06:00:00.131 UTC",-46.755,90.84,-69.731,-1.2554,-90.843,-629.78,821.43,665.15
"2000-05-22 06:00:00.136 UTC",-27.455,97.64,-59.031,-15.055,-78.643,-439.78,575.43,283.15
"2000-05-22 06:00:00.139 UTC",4.4446,88.04,-35.431,-27.755,-52.443,-203.78,267.44,-56.849
"2000-05-22 06:00:00.144 UTC",24.245,63.44,-14.631,-35.455,-26.743,-45.777,-38.565,-270.85
"2000-05-22 06:00:00.148 UTC",33.945,35.94,4.5689,-34.255,-3.6426,98.223,-248.56,-408.85
"2000-05-22 06:00:00.151 UTC",33.545,9.1404,13.169,-24.455,12.357,198.22,-256.56,-334.85
"2000-05-22 06:00:00.156 UTC",25.645,-11.16,18.569,-12.155,21.557,194.22,-246.56,-264.85
"2000-05-22 06:00:00.159 UTC",16.245,-23.96,19.269,-3.3554,25.457,178.22,-222.56,-186.85
"2000-05-22 06:00:00.164 UTC",10.745,-30.06,17.869,1.3446,25.657,158.22,-218.56,-152.85
"2000-05-22 06:00:00.167 UTC",7.1446,-31.66,18.569,4.9446,25.757,154.22,-202.56,-124.85
"2000-05-22 06:00:00.172 UTC",5.9446,-31.16,16.769,4.7446,23.957,138.22,-214.56,-136.85
"2000-05-22 06:00:00.175 UTC",3.4446,-31.56,13.169,3.5446,22.357,134.22,-200.56,-114.85
"2000-05-22 06:00:00.179 UTC",4.0446,-30.06,15.369,6.2446,22.757,122.22,-190.56,-110.85
"2000-05-22 06:00:00.184 UTC",2.3446,-29.76,13.969,9.2446,21.857,120.22,-178.56,-100.85
"2000-05-22 06:00:00.187 UTC",2.2446,-29.66,14.069,6.7446,20.457,114.22,-168.56,-94.849
"2000-05-22 06:00:00.192 UTC",3.5446,-27.56,14.369,5.5446,17.657,102.22,-174.56,-112.85
"2000-05-22 06:00:00.195 UTC",3.4446,-27.96,14.769,4.8446,16.057,108.22,-138.56,-88.849
"2000-05-22 06:00:00.200 UTC",3.6446,-23.16,13.769,5.6446,16.357,106.22,-126.56,-74.849
"2000-05-22 06:00:00.203 UTC",4.1446,-20.56,15.969,7.6446,17.057,104.22,-106.56,-56.849
"2000-05-22 06:00:00.207 UTC",4.3446,-20.36,14.769,5.7446,15.957,76.223,-114.56,-62.849
"2000-05-22 06:00:00.212 UTC",3.5446,-18.46,12.769,4.8446,14.357,84.223,-106.56,-68.849
"2000-05-22 06:00:00.215 UTC",2.0446,-14.46,7.1689,4.1446,11.157,72.223,-100.56,-70.849
"2000-05-22 06:00:00.220 UTC",2.0446,-11.36,5.4689,6.1446,9.2574,72.223,-96.565,-66.849
"2000-05-22 06:00:00.223 UTC",1.5446,-10.76,5.4689,7.2446,9.0574,70.223,-74.565,-62.849
"2000-05-22 06:00:00.228 UTC",0.5446,-13.06,3.6689,5.7446,9.1574,58.223,-62.565,-44.849
"2000-05-22 06:00:00.231 UTC",1.2446,-12.46,3.7689,4.9446,8.8574,42.223,-76.565,-54.849
"2000-05-22 06:00:00.235 UTC",1.7446,-12.66,5.0689,4.5446,7.4574,40.223,-62.565,-48.849
"2000-05-22 06:00:00.240 UTC",0.4446,-11.76,3.8689,-0.0554,5.3574,32.223,-50.565,-10.849
"2000-05-22 06:00:00.243 UTC",0.5446,-9.5596,3.1689,0.6446,4.3574,28.223,-64.565,-36.849
"2000-05-22 06:00:00.248 UTC",-0.0554,-10.46,1.5689,2.1446,4.0574,36.223,-36.565,-18.849
"2000-05-22 06:00:00.251 UTC",1.1446,-9.3596,1.2689,1.7446,4.5574,40.223,-26.565,-10.849
"2000-05-22 06:00:00.256 UTC",2.9446,-6.0596,2.9689,3.3446,6.1574,36.223,-44.565,-28.849
"2000-05-22 06:00:00.259 UTC",0.8446,-6.8596,3.0689,3.5446,6.4574,30.223,-22.565,-14.849
"2000-05-22 06:00:00.264 UTC",-2.3554,-7.2596,3.2689,5.0446,5.7574,26.223,-28.565,-12.849
"2000-05-22 06:00:00.268 UTC",-2.3554,-7.0596,3.0689,5.2446,4.5574,20.223,-24.565,-8.8493
"2000-05-22 06:00:00.271 UTC",-1.4554,-7.4596,3.2689,5.8446,4.7574,32.223,-14.565,-8.8493
"2000-05-22 06:00:00.276 UTC",-3.1554,-6.8596,1.5689,2.4446,3.0574,18.223,-6.565,3.1507
"2000-05-22 06:00:00.279 UTC",-1.3554,-2.9596,2.6689,4.2446,3.2574,14.223,-18.565,-12.849
"2000-05-22 06:00:00.284 UTC",-2.0554,-1.6596,1.1689,2.0446,1.7574,16.223,1.435,7.1507
"2000-05-22 06:00:00.287 UTC",-1.8554,-0.5596,0.9689,2.5446,0.6574,16.223,-6.565,1.1507
"2000-05-22 06:00:00.292 UTC",-0.8554,-1.2596,1.5689,3.6446,0.1574,16.223,-0.565,1.1507
"2000-05-22 06:00:00.296 UTC",-2.0554,-1.4596,-0.3311,2.5446,-0.4426,8.2229,11.435,25.151
"2000-05-22 06:00:00.299 UTC",-1.3554,-0.8596,0.6689,1.8446,0.2574,12.223,5.435,5.1507
"2000-05-22 06:00:00.304 UTC",-1.3554,-0.3596,-0.1311,4.2446,-0.6426,14.223,13.435,13.151
"2000-05-22 06:00:00.307 UTC",-0.2554,1.1404,-3.0311,5.9446,-0.9426,26.223,23.435,23.151
"2000-05-22 06:00:00.312 UTC",0.4446,2.7404,-4.9311,4.5446,-2.0426,2.2229,9.435,-0.8493
"2000-05-22 06:00:00.315 UTC",1.2446,4.7404,-4.7311,4.5446,-3.8426,-13.777,1.435,7.1507
"2000-05-22 06:00:00.320 UTC",1.2446,5.1404,-4.6311,5.4446,-3.9426,-11.777,13.435,23.151
"2000-05-22 06:00:00.324 UTC",-0.1554,5.2404,-5.1311,3.1446,-4.0426,-17.777,17.435,45.151
"2000-05-22 06:00:00.327 UTC",-0.1554,4.3404,-3.1311,2.9446,-3.8426,-17.777,33.435,37.151
"2000-05-22 06:00:00.332 UTC",-1.8554,1.1404,-4.3311,5.4446,-1.3426,-3.7771,43.435,51.151
"2000-05-22 06:00:00.335 UTC",-0.9554,1.2404,-4.3311,8.7446,-0.5426,-25.777,35.435,39.151
"2000-05-22 06:00:00.340 UTC",0.6446,5.0404,-7.7311,9.7446,-0.4426,-27.777,37.435,43.151
"2000-05-22 06:00:00.343 UTC",7.1446,11.64,-9.4311,9.8446,2.2574,-21.777,51.435,53.151
"2000-05-22 06:00:00.348 UTC",14.945,18.24,-12.631,7.5446,0.9574,-27.777,51.435,35.151
"2000-05-22 06:00:00.351 UTC",12.845,18.44,-16.931,7.4446,-5.2426,-13.777,57.435,47.151
"2000-05-22 06:00:00.355 UTC",3.3446,11.54,-17.031,6.1446,-13.243,-19.777,55.435,55.151
"2000-05-22 06:00:00.360 UTC",-13.255,-3.2596,-8.4311,3.1446,-18.543,-31.777,53.435,71.151
"2000-05-22 06:00:00.363 UTC",-20.055,-9.2596,-1.0311,0.3446,-14.543,-31.777,45.435,49.151
"2000-05-22 06:00:00.368 UTC",-16.155,-5.7596,-2.1311,1.1446,-10.243,-43.777,35.435,47.151
"2000-05-22 06:00:00.371 UTC",-8.0554,0.2404,-1.7311,3.8446,-6.2426,-37.777,57.435,49.151
"2000-05-22 06:00:00.376 UTC",-8.0554,2.5404,-3.8311,3.4446,-5.2426,-31.777,55.435,57.151
"2000-05-22 06:00:00.379 UTC",-8.7554,0.5404,-3.0311,4.9446,-4.3426,-35.777,47.435,51.151
"2000-05-22 06:00:00.383 UTC",-8.6554,-0.2596,-3.6311,3.5446,-3.8426,-33.777,53.435,61.151
"2000-05-22 06:00:00.388 UTC",-8.7554,1.6404,-2.6311,3.3446,-3.6426,-47.777,33.435,43.151
"2000-05-22 06:00:00.391 UTC",-7.2554,2.8404,-1.2311,3.2446,-1.3426,-19.777,47.435,29.151
"2000-05-22 06:00:00.396 UTC",-7.4554,-2.0596,-2.6311,-0.0554,-1.8426,-19.777,49.435,39.151
"2000-05-22 06:00:00.399 UTC",-5.2554,-1.7596,-2.4311,-0.7554,-1.9426,-17.777,43.435,39.151
"2000-05-22 06:00:00.404 UTC",-3.0554,-0.2596,-1.8311,-0.4554,-1.7426,-13.777,29.435,37.151
"2000-05-22 06:00:00.407 UTC",-3.2554,0.9404,-2.4311,0.3446,-1.6426,-19.777,23.435,23.151
"2000-05-22 06:00:00.411 UTC",-3.9554,-0.6596,-2.0311,1.9446,-1.3426,-19.777,-10.565,7.1507
"2000-05-22 06:00:00.416 UTC",-5.8554,-3.7596,-0.9311,2.4446,0.6574,10.223,17.435,55.151
"2000-05-22 06:00:00.419 UTC",-3.3554,-3.9596,0.6689,2.0446,2.6574,2.2229,-6.565,25.151
"2000-05-22 06:00:00.424 UTC",-1.5554,-4.9596,2.7689,4.1446,6.7574,12.223,-12.565,15.151
"2000-05-22 06:00:00.427 UTC",-0.0554,-7.7596,4.6689,1.3446,7.9574,4.2229,-32.565,-8.8493
"2000-05-22 06:00:00.432 UTC",3.2446,-5.0596,6.4689,1.0446,9.2574,34.223,-34.565,-38.849
"2000-05-22 06:00:00.435 UTC",2.8446,-6.8596,5.1689,1.1446,8.1574,50.223,-36.565,-28.849
"2000-05-22 06:00:00.440 UTC",7.9446,-4.8596,6.0689,0.2446,7.5574,60.223,-52.565,-56.849
"2000-05-22 06:00:00.444 UTC",7.2446,-6.8596,2.2689,-2.3554,4.4574,36.223,-70.565,-58.849
"2000-05-22 06:00:00.447 UTC",10.545,-3.1596,4.9689,-0.9554,6.0574,50.223,-72.565,-66.849
"2000-05-22 06:00:00.452 UTC",10.945,-1.9596,6.7689,0.9446,6.4574,54.223,-72.565,-82.849
"2000-05-22 06:00:00.455 UTC",10.045,-3.3596,6.1689,-0.8554,5.9574,52.223,-68.565,-76.849
"2000-05-22 06:00:00.460 UTC",9.4446,-3.5596,6.5689,-3.1554,4.9574,38.223,-98.565,-96.849
"2000-05-22 06:00:00.463 UTC",8.8446,-4.8596,5.7689,-5.5554,6.2574,72.223,-44.565,-36.849
"2000-05-22 06:00:00.468 UTC",11.045,-3.1596,4.6689,-4.2554,4.1574,20.223,-88.565,-102.85
"2000-05-22 06:00:00.472 UTC",9.6446,-3.4596,3.6689,-1.9554,5.1574,36.223,-74.565,-96.849
"2000-05-22 06:00:00.475 UTC",11.445,-1.8596,3.9689,-1.2554,6.3574,28.223,-62.565,-80.849
"2000-05-22 06:00:00.480 UTC",10.845,-2.1596,6.5689,-0.6554,8.1574,32.223,-54.565,-72.849
"2000-05-22 06:00:00.483 UTC",7.9446,-3.3596,6.4689,-3.5554,8.2574,18.223,-56.565,-62.849
"2000-05-22 06:00:00.488 UTC",7.4446,-3.7596,6.3689,-3.6554,8.2574,26.223,-64.565,-70.849
"2000-05-22 06:00:00.491 UTC",5.7446,-1.5596,5.7689,-4.0554,6.7574,32.223,-48.565,-48.849
"2000-05-22 06:00:00.496 UTC",8.4446,-0.4596,5.8689,-4.6554,5.6574,16.223,-56.565,-56.849
"2000-05-22 06:00:00.500 UTC",9.3446,-1.5596,5.9689,-3.8554,7.1574,40.223,-16.565,-38.849
"2000-05-22 06:00:00.503 UTC",9.2446,-3.5596,5.5689,-1.4554,5.2574,10.223,-46.565,-70.849
"2000-05-22 06:00:00.508 UTC",4.7446,-3.6596,4.1689,-1.0554,4.5574,16.223,-30.565,-44.849
"2000-05-22 06:00:00.511 UTC",1.9446,-2.3596,2.8689,-2.9554,4.7574,16.223,-28.565,-28.849
"2000-05-22 06:00:00.516 UTC",1.0446,-3.4596,3.3689,-2.7554,4.7574,12.223,-38.565,-32.849
"2000-05-22 06:00:00.519 UTC",1.0446,-4.5596,2.3689,-0.6554,2.4574,18.223,-34.565,-40.849
"2000-05-22 06:00:00.524 UTC",0.9446,-2.2596,0.0689,-2.5554,1.6574,14.223,-26.565,-28.849
"2000-05-22 06:00:00.527 UTC",1.9446,-0.5596,3.3689,-1.4554,3.6574,6.2229,-26.565,-24.849
"2000-05-22 06:00:00.531 UTC",0.6446,-1.8596,4.8689,-0.9554,5.1574,-1.7771,-18.565,-24.849
"2000-05-22 06:00:00.536 UTC",0.6446,-3.5596,6.0689,-0.5554,5.4574,0.2229,-14.565,-18.849
"2000-05-22 06:00:00.539 UTC",-0.4554,-4.4596,3.0689,1.0446,3.6574,-11.777,-40.565,-34.849
"2000-05-22 06:00:00.544 UTC",-0.0554,-1.7596,0.2689,0.2446,3.1574,8.2229,-12.565,-10.849
"2000-05-22 06:00:00.547 UTC",2.4446,2.3404,-0.1311,0.9446,0.3574,-15.777,-34.565,-42.849
"2000-05-22 06:00:00.552 UTC",1.3446,2.3404,-0.9311,0.4446,-0.3426,-5.7771,-22.565,-30.849
"2000-05-22 06:00:00.555 UTC",1.3446,1.2404,-0.6311,1.9446,-1.4426,6.2229,-14.565,-22.849
"2000-05-22 06:00:00.559 UTC",0.1446,-0.8596,-1.4311,3.2446,-0.9426,8.2229,-6.565,-16.849
"2000-05-22 06:00:00.564 UTC",0.0446,-2.0596,0.2689,-0.3554,-0.0426,2.2229,-14.565,-24.849
"2000-05-22 06:00:00.567 UTC",-1.9554,-0.5596,-0.0311,-2.5554,-0.9426,-21.777,-30.565,-16.849
"2000-05-22 06:00:00.572 UTC",-1.9554,0.2404,1.5689,-1.4554,-0.4426,-11.777,-12.565,13.151
"2000-05-22 06:00:00.575 UTC",-1.7554,0.3404,2.6689,0.5446,0.8574,4.2229,-0.565,11.151
"2000-05-22 06:00:00.580 UTC",-0.3554,1.2404,4.6689,-1.9554,0.2574,-3.7771,-10.565,-16.849
"2000-05-22 06:00:00.583 UTC",0.0446,-0.4596,3.2689,-3.6554,-0.3426,-7.7771,-14.565,-6.8493
"2000-05-22 06:00:00.588 UTC",1.8446,0.3404,0.5689,-2.5554,-0.2426,-11.777,-20.565,-14.849
"2000-05-22 06:00:00.592 UTC",0.4446,-1.7596,0.7689,-0.8554,1.8574,14.223,-4.565,-18.849
"2000-05-22 06:00:00.595 UTC",0.1446,-0.0596,-0.3311,-0.8554,0.3574,-7.7771,-26.565,-40.849
"2000-05-22 06:00:00.600 UTC",-1.8554,-1.0596,-0.9311,-1.1554,-0.2426,0.2229,-24.565,-38.849
"2000-05-22 06:00:00.603 UTC",-1.9554,-1.7596,-1.5311,-1.3554,-0.2426,2.2229,1.435,-12.849
"2000-05-22 06:00:00.608 UTC",0.3446,0.7404,-0.7311,-0.4554,-0.2426,-7.7771,-20.565,-24.849
"2000-05-22 06:00:00.611 UTC",-0.8554,1.8404,-0.8311,-1.3554,-1.3426,-21.777,-32.565,-30.849
"2000-05-22 06:00:00.616 UTC",-2.4554,-0.2596,-1.2311,-0.8554,-1.4426,-9.7771,-20.565,-24.849
"2000-05-22 06:00:00.620 UTC",-0.4554,0.1404,2.0689,-1.6554,-0.9426,0.2229,-2.565,-4.8493
"2000-05-22 06:00:00.623 UTC",2.0446,-0.9596,1.5689,0.3446,0.4574,18.223,9.435,-10.849
"2000-05-22 06:00:00.628 UTC",2.2446,-0.8596,1.4689,-0.9554,0.6574,-7.7771,-8.565,-16.849
"2000-05-22 06:00:00.631 UTC",0.5446,-1.0596,0.4689,-3.0554,0.9574,-17.777,-22.565,-22.849
"2000-05-22 06:00:00.636 UTC",0.2446,-1.7596,1.2689,-2.0554,1.6574,0.2229,-8.565,-24.849
"2000-05-22 06:00:00.639 UTC",-0.7554,-2.5596,-0.3311,-0.4554,0.2574,-1.7771,-14.565,-18.849
"2000-05-22 06:00:00.644 UTC",-1.7554,-1.9596,-0.7311,-0.2554,0.3574,10.223,-8.565,3.1507
"2000-05-22 06:00:00.648 UTC",1.2446,0.0404,-0.6311,-1.6554,-2.0426,-7.7771,-30.565,-14.849
"2000-05-22 06:00:00.651 UTC",0.7446,0.0404,-0.1311,-1.4554,-1.6426,12.223,-4.565,3.1507
"2000-05-22 06:00:00.656 UTC",0.2446,-1.4596,1.7689,0.2446,-2.2426,-1.7771,-22.565,-10.849
"2000-05-22 06:00:00.659 UTC",-0.7554,-0.7596,1.7689,0.6446,0.0574,8.2229,-4.565,-6.8493
"2000-05-22 06:00:00.664 UTC",-2.0554,-0.4596,1.2689,1.2446,0.0574,-9.7771,-12.565,-14.849
"2000-05-22 06:00:00.667 UTC",-1.0554,-0.1596,0.9689,3.0446,1.3574,6.2229,1.435,9.1507
"2000-05-22 06:00:00.672 UTC",-4.0554,1.4404,-0.0311,3.4446,2.3574,8.2229,9.435,19.151
"2000-05-22 06:00:00.675 UTC",-4.4554,1.5404,-1.6311,3.7446,1.8574,-5.7771,13.435,15.151
"2000-05-22 06:00:00.679 UTC",-4.4554,0.7404,-3.2311,2.3446,0.9574,14.223,25.435,27.151
"2000-05-22 06:00:00.684 UTC",-2.4554,3.5404,-2.1311,1.1446,-1.1426,34.223,43.435,31.151
"2000-05-22 06:00:00.687 UTC",-2.8554,5.5404,-4.5311,1.7446,-3.2426,32.223,41.435,35.151
"2000-05-22 06:00:00.692 UTC",-1.5554,7.3404,-5.7311,0.8446,-5.5426,2.2229,29.435,25.151
"2000-05-22 06:00:00.695 UTC",-3.4554,7.6404,-6.9311,1.6446,-6.3426,16.223,45.435,33.151
"2000-05-22 06:00:00.700 UTC",-5.2554,6.7404,-5.9311,-1.8554,-6.0426,10.223,39.435,51.151
"2000-05-22 06:00:00.703 UTC",-3.7554,6.6404,-4.4311,-1.1554,-2.8426,8.2229,49.435,49.151
"2000-05-22 06:00:00.707 UTC",-2.5554,2.9404,-4.3311,0.2446,-2.7426,-11.777,19.435,41.151
"2000-05-22 06:00:00.712 UTC",-2.2554,2.5404,-3.0311,-0.0554,-1.3426,-27.777,9.435,17.151
"2000-05-22 06:00:00.715 UTC",-1.8554,0.9404,-2.4311,-0.1554,-0.8426,-37.777,-10.565,-0.8493
"2000-05-22 06:00:00.720 UTC",-1.3554,-0.7596,-0.9311,1.6446,-1.3426,-33.777,1.435,-8.8493
"2000-05-22 06:00:00.723 UTC",-0.9554,-0.4596,-0.4311,0.5446,-3.4426,-47.777,-12.565,-32.849
"2000-05-22 06:00:00.728 UTC",0.0446,1.6404,1.2689,0.3446,-3.2426,-29.777,-4.565,-6.8493
"2000-05-22 06:00:00.731 UTC",0.1446,0.5404,0.5689,0.1446,-2.0426,-33.777,-18.565,-20.849
"2000-05-22 06:00:00.735 UTC",-5.0554,1.0404,1.3689,0.2446,-0.3426,-17.777,-12.565,-4.8493
"2000-05-22 06:00:00.740 UTC",-6.0554,-3.2596,1.1689,0.0446,-0.2426,-27.777,-36.565,-36.849
"2000-05-22 06:00:00.743 UTC",-6.4554,-4.8596,1.3689,-1.5554,-0.0426,-17.777,-32.565,-40.849
"2000-05-22 06:00:00.748 UTC",-5.7554,-3.5596,4.3689,-1.8554,0.4574,-13.777,-26.565,-22.849
"2000-05-22 06:00:00.751 UTC",-5.6554,-3.4596,5.3689,-0.8554,2.2574,-3.7771,-18.565,-18.849
"2000-05-22 06:00:00.756 UTC",-6.5554,-5.7596,5.0689,0.2446,3.2574,-3.7771,-28.565,-40.849
"2000-05-22 06:00:00.759 UTC",-5.6554,-4.7596,3.6689,-2.3554,2.0574,-13.777,-40.565,-52.849
"2000-05-22 06:00:00.764 UTC",-1.7554,-3.1596,3.0689,-1.4554,1.2574,-9.7771,-38.565,-48.849
"2000-05-22 06:00:00.768 UTC",-2.4554,-1.7596,2.4689,1.0446,2.0574,-9.7771,-38.565,-42.849
"2000-05-22 06:00:00.771 UTC",-1.3554,-1.1596,4.8689,4.2446,4.5574,2.2229,-14.565,-34.849
"2000-05-22 06:00:00.776 UTC",-2.8554,-3.3596,4.0689,-0.1554,3.1574,2.2229,-16.565,-14.849
"2000-05-22 06:00:00.779 UTC",-0.7554,0.0404,2.8689,-2.0554,1.7574,-9.7771,-28.565,-26.849
"2000-05-22 06:00:00.784 UTC",-2.3554,-2.4596,2.8689,-3.5554,3.2574,-7.7771,-28.565,-36.849
"2000-05-22 06:00:00.787 UTC",-2.2554,-6.0596,2.8689,-1.4554,3.6574,-11.777,-30.565,-36.849
"2000-05-22 06:00:00.792 UTC",0.0446,-4.1596,3.6689,1.4446,5.8574,-1.7771,-20.565,-28.849
"2000-05-22 06:00:00.796 UTC",1.9446,-0.0596,1.5689,4.1446,6.8574,-3.7771,-8.565,-18.849
"2000-05-22 06:00:00.799 UTC",6.5446,2.5404,-0.3311,6.5446,7.2574,-11.777,-22.565,-22.849
"2000-05-22 06:00:00.804 UTC",12.845,8.4404,-5.6311,6.3446,7.2574,-7.7771,-16.565,-14.849
"2000-05-22 06:00:00.807 UTC",15.445,13.24,-11.931,4.1446,1.8574,-7.7771,-12.565,-12.849
"2000-05-22 06:00:00.812 UTC",10.845,10.04,-14.331,0.6446,-5.4426,-27.777,-28.565,-24.849
"2000-05-22 06:00:00.815 UTC",-6.1554,-5.4596,-5.1311,-2.2554,-8.7426,-11.777,-14.565,-30.849
"2000-05-22 06:00:00.820 UTC",-19.755,-17.46,4.4689,-3.6554,-6.8426,-1.7771,-30.565,-24.849
"2000-05-22 06:00:00.824 UTC",-15.355,-15.56,9.5689,-0.6554,0.0574,30.223,-42.565,-22.849
"2000-05-22 06:00:00.827 UTC",-7.2554,-13.46,9.8689,1.4446,7.0574,64.223,-32.565,-2.8493
"2000-05-22 06:00:00.832 UTC",-6.5554,-14.96,6.3689,3.0446,7.0574,46.223,-52.565,-6.8493
"2000-05-22 06:00:00.835 UTC",-7.1554,-13.16,7.0689,7.1446,4.3574,54.223,-2.565,37.151
"2000-05-22 06:00:00.840 UTC",-12.155,-6.4596,0.1689,8.9446,-3.9426,14.223,141.44,189.15
"2000-05-22 06:00:00.843 UTC",-17.655,8.6404,-9.3311,12.645,-17.443,-97.777,297.44,345.15
"2000-05-22 06:00:00.848 UTC",-26.055,27.04,-25.431,12.445,-38.443,-267.78,465.43,483.15
"2000-05-22 06:00:00.851 UTC",-36.455,50.14,-44.131,6.5446,-59.343,-453.78,619.43,625.15
"2000-05-22 06:00:00.855 UTC",-42.755,68.74,-56.931,2.2446,-74.943,-633.78,723.43,717.15
"2000-05-22 06:00:00.860 UTC",-46.455,85.34,-67.131,0.3446,-89.443,-707.78,825.43,751.15
"2000-05-22 06:00:00.863 UTC",-43.955,100.64,-69.931,-8.4554,-92.743,-605.78,769.43,549.15
"2000-05-22 06:00:00.868 UTC",-21.155,101.14,-54.431,-22.355,-75.943,-393.78,517.43,201.15
"2000-05-22 06:00:00.871 UTC",9.9446,88.94,-32.331,-35.355,-49.543,-157.78,193.44,-112.85
"2000-05-22 06:00:00.876 UTC",29.445,60.54,-9.9311,-38.255,-21.943,20.223,-80.565,-318.85
"2000-05-22 06:00:00.879 UTC",37.745,29.54,7.4689,-32.755,0.7574,142.22,-246.56,-380.85
"2000-05-22 06:00:00.883 UTC",32.345,2.0404,14.969,-20.655,14.457,184.22,-276.56,-322.85
"2000-05-22 06:00:00.888 UTC",21.745,-16.56,18.269,-7.6554,23.057,188.22,-238.56,-240.85
"2000-05-22 06:00:00.891 UTC",13.445,-28.16,19.969,0.2446,26.157,164.22,-236.56,-196.85
"2000-05-22 06:00:00.896 UTC",9.1446,-33.06,21.369,4.5446,28.157,160.22,-220.56,-154.85
"2000-05-22 06:00:00.899 UTC",6.4446,-34.86,20.069,6.8446,27.157,156.22,-212.56,-118.85
"2000-05-22 06:00:00.904 UTC",6.3446,-33.06,17.569,4.8446,24.257,124.22,-232.56,-142.85
"2000-05-22 06:00:00.907 UTC",7.0446,-31.96,16.669,6.5446,22.557,126.22,-220.56,-134.85
"2000-05-22 06:00:00.911 UTC",6.2446,-29.16,15.869,8.6446,23.057,124.22,-196.56,-136.85
